,city_name,naics_2022_2,salary,wfh_wham,soc_2021_2,employment_type_name
6579,"San Diego, CA",72,34632,0,35-0000,Full-time (> 32 hours)
6580,"San Diego, CA",72,44460,0,53-0000,Full-time (> 32 hours)
6581,"San Diego, CA",72,33904,0,41-0000,Full-time (> 32 hours)
6582,"San Diego, CA",72,36816,0,51-0000,Full-time (> 32 hours)
6583,"San Diego, CA",72,39520,0,43-0000,Part-time / full-time
6584,"San Diego, CA",72,41600,0,35-0000,Part-time / full-time
6585,"San Diego, CA",72,48880,0,27-0000,Part-time (≤ 32 hours)
6586,"San Diego, CA",72,36285.5,0,35-0000,Part-time / full-time
6587,"San Diego, CA",72,62400,0,43-0000,Full-time (> 32 hours)
6588,"San Diego, CA",72,46280,0,35-0000,Full-time (> 32 hours)
6589,"San Diego, CA",72,34320,0,35-0000,Part-time / full-time
6590,"San Diego, CA",72,37076,0,37-0000,Full-time (> 32 hours)
6591,"San Diego, CA",72,36400,0,35-0000,Full-time (> 32 hours)
6592,"San Diego, CA",72,35152,0,35-0000,Full-time (> 32 hours)
6593,"San Diego, CA",72,70000,0,29-0000,Full-time (> 32 hours)
6594,"San Diego, CA",72,33904,0,41-0000,Full-time (> 32 hours)
6595,"San Diego, CA",72,35152,0,35-0000,Part-time (≤ 32 hours)
6596,"San Diego, CA",72,45864,0,43-0000,Full-time (> 32 hours)
6597,"San Diego, CA",72,35984,0,35-0000,Part-time (≤ 32 hours)
6598,"San Diego, CA",72,47840,0,11-0000,Part-time (≤ 32 hours)
6599,"San Diego, CA",72,37440,0,41-0000,Part-time / full-time
6600,"San Diego, CA",72,32240,0,35-0000,Part-time (≤ 32 hours)
6601,"San Diego, CA",72,52000,0,35-0000,Full-time (> 32 hours)
6602,"San Diego, CA",72,45760,0,35-0000,Full-time (> 32 hours)
6603,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6604,"San Diego, CA",72,46072,0,11-0000,Full-time (> 32 hours)
6605,"San Diego, CA",72,43680,0,49-0000,Full-time (> 32 hours)
6606,"San Diego, CA",72,39780,0,39-0000,Full-time (> 32 hours)
6607,"San Diego, CA",72,48880,0,41-0000,Full-time (> 32 hours)
6608,"San Diego, CA",72,41600,0,43-0000,Full-time (> 32 hours)
6609,"San Diego, CA",72,34632,0,35-0000,Part-time (≤ 32 hours)
6610,"San Diego, CA",72,36000,0,11-0000,Full-time (> 32 hours)
6611,"San Diego, CA",72,54652,0,49-0000,Full-time (> 32 hours)
6612,"San Diego, CA",72,39520,0,41-0000,Full-time (> 32 hours)
6613,"San Diego, CA",72,70000,0,11-0000,Full-time (> 32 hours)
6614,"San Diego, CA",72,39780,0,39-0000,Full-time (> 32 hours)
6615,"San Diego, CA",72,43680,0,37-0000,Part-time / full-time
6616,"San Diego, CA",72,34632,0,35-0000,Part-time / full-time
6617,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6618,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6619,"San Diego, CA",72,35360,0,41-0000,Part-time (≤ 32 hours)
6620,"San Diego, CA",72,43680,0,99-0000,Full-time (> 32 hours)
6621,"San Diego, CA",72,42224,0,43-0000,Full-time (> 32 hours)
6622,"San Diego, CA",72,52166.5,0,49-0000,Part-time (≤ 32 hours)
6623,"San Diego, CA",72,103650,0,11-0000,Full-time (> 32 hours)
6624,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6625,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6626,"San Diego, CA",72,33904,0,35-0000,Part-time / full-time
6627,"San Diego, CA",72,40560,0,53-0000,Full-time (> 32 hours)
6628,"San Diego, CA",72,67500,0,13-0000,Full-time (> 32 hours)
6629,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6630,"San Diego, CA",72,40560,0,35-0000,Full-time (> 32 hours)
6631,"San Diego, CA",72,38688,0,35-0000,Full-time (> 32 hours)
6632,"San Diego, CA",72,46540,0,37-0000,Full-time (> 32 hours)
6633,"San Diego, CA",72,36400,0,11-0000,Full-time (> 32 hours)
6634,"San Diego, CA",72,43357.5,0,37-0000,Full-time (> 32 hours)
6635,"San Diego, CA",72,37076,0,41-0000,Full-time (> 32 hours)
6636,"San Diego, CA",72,48880,0,13-0000,Full-time (> 32 hours)
6637,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6638,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6639,"San Diego, CA",72,35672,0,41-0000,Part-time (≤ 32 hours)
6640,"San Diego, CA",72,33904,0,41-0000,Full-time (> 32 hours)
6641,"San Diego, CA",72,49857.5,0,47-0000,Full-time (> 32 hours)
6642,"San Diego, CA",72,34944,0,35-0000,Full-time (> 32 hours)
6643,"San Diego, CA",72,44553.5,0,37-0000,Part-time (≤ 32 hours)
6644,"San Diego, CA",72,167500,0,11-0000,Full-time (> 32 hours)
6645,"San Diego, CA",72,48152,0,35-0000,Part-time / full-time
6646,"San Diego, CA",72,33904,0,35-0000,Part-time / full-time
6647,"San Diego, CA",72,34632,0,37-0000,Full-time (> 32 hours)
6648,"San Diego, CA",72,69000,0,43-0000,Full-time (> 32 hours)
6649,"San Diego, CA",72,46800,0,11-0000,Part-time / full-time
6650,"San Diego, CA",72,45344,0,35-0000,Full-time (> 32 hours)
6651,"San Diego, CA",72,34840,0,43-0000,Part-time (≤ 32 hours)
6652,"San Diego, CA",72,35360,0,35-0000,Full-time (> 32 hours)
6653,"San Diego, CA",72,39520,0,37-0000,Full-time (> 32 hours)
6654,"San Diego, CA",72,35360,0,43-0000,Full-time (> 32 hours)
6655,"San Diego, CA",72,44200,0,35-0000,Part-time / full-time
6656,"San Diego, CA",72,41860,0,37-0000,Full-time (> 32 hours)
6657,"San Diego, CA",72,32240,0,35-0000,Part-time (≤ 32 hours)
6658,"San Diego, CA",72,71250,0,35-0000,Full-time (> 32 hours)
6659,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
6660,"San Diego, CA",72,80000,0,43-0000,Full-time (> 32 hours)
6661,"San Diego, CA",72,52000,0,27-0000,Full-time (> 32 hours)
6662,"San Diego, CA",72,38220,0,43-0000,Full-time (> 32 hours)
6663,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6664,"San Diego, CA",72,92500,0,43-0000,Full-time (> 32 hours)
6665,"San Diego, CA",72,35464,0,35-0000,Full-time (> 32 hours)
6666,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6667,"San Diego, CA",72,55120,0,43-0000,Full-time (> 32 hours)
6668,"San Diego, CA",72,36400,0,43-0000,Part-time (≤ 32 hours)
6669,"San Diego, CA",72,23920,0,35-0000,Part-time (≤ 32 hours)
6670,"San Diego, CA",72,44034,0,35-0000,Full-time (> 32 hours)
6671,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
6672,"San Diego, CA",72,52437,0,35-0000,Part-time (≤ 32 hours)
6673,"San Diego, CA",72,62400,0,49-0000,Full-time (> 32 hours)
6674,"San Diego, CA",72,33904,0,35-0000,Part-time / full-time
6675,"San Diego, CA",72,35152,0,35-0000,Full-time (> 32 hours)
6676,"San Diego, CA",72,36400,0,51-0000,Part-time (≤ 32 hours)
6677,"San Diego, CA",72,90000,1,15-0000,Full-time (> 32 hours)
6678,"San Diego, CA",72,40560,0,11-0000,Full-time (> 32 hours)
6679,"San Diego, CA",72,33280,0,35-0000,Part-time (≤ 32 hours)
6680,"San Diego, CA",72,43680,0,11-0000,Full-time (> 32 hours)
6681,"San Diego, CA",72,33280,0,41-0000,Part-time (≤ 32 hours)
6682,"San Diego, CA",72,45760,0,41-0000,Part-time / full-time
6683,"San Diego, CA",72,44720,0,35-0000,Part-time / full-time
6684,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6685,"San Diego, CA",72,35152,0,37-0000,Full-time (> 32 hours)
6686,"San Diego, CA",72,67600,0,47-0000,Full-time (> 32 hours)
6687,"San Diego, CA",72,49400,0,13-0000,Full-time (> 32 hours)
6688,"San Diego, CA",72,45760,0,43-0000,Full-time (> 32 hours)
6689,"San Diego, CA",72,39520,0,43-0000,Part-time / full-time
6690,"San Diego, CA",72,69000,0,43-0000,Full-time (> 32 hours)
6691,"San Diego, CA",72,37440,0,39-0000,Part-time / full-time
6692,"San Diego, CA",72,43680,0,99-0000,Part-time / full-time
6693,"San Diego, CA",72,38064,0,33-0000,Full-time (> 32 hours)
6694,"San Diego, CA",72,46280,0,11-0000,Full-time (> 32 hours)
6695,"San Diego, CA",72,70075,0,43-0000,Full-time (> 32 hours)
6696,"San Diego, CA",72,34112,0,51-0000,Part-time / full-time
6697,"San Diego, CA",72,34632,0,35-0000,Part-time (≤ 32 hours)
6698,"San Diego, CA",72,45760,0,35-0000,Part-time (≤ 32 hours)
6699,"San Diego, CA",72,35880,0,41-0000,Part-time (≤ 32 hours)
6700,"San Diego, CA",72,39520,0,35-0000,Part-time / full-time
6701,"San Diego, CA",72,50232,0,35-0000,Full-time (> 32 hours)
6702,"San Diego, CA",72,39520,0,35-0000,Part-time (≤ 32 hours)
6703,"San Diego, CA",72,42640,0,35-0000,Full-time (> 32 hours)
6704,"San Diego, CA",72,52437,0,35-0000,Part-time (≤ 32 hours)
6705,"San Diego, CA",72,41808,0,35-0000,Full-time (> 32 hours)
6706,"San Diego, CA",72,35880,0,35-0000,Full-time (> 32 hours)
6707,"San Diego, CA",72,36400,0,35-0000,Part-time (≤ 32 hours)
6708,"San Diego, CA",72,35464,0,37-0000,Full-time (> 32 hours)
6709,"San Diego, CA",72,51438,0,35-0000,Full-time (> 32 hours)
6710,"San Diego, CA",72,67450,0,35-0000,Full-time (> 32 hours)
6711,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6712,"San Diego, CA",72,35360,0,35-0000,Part-time / full-time
6713,"San Diego, CA",72,35360,0,99-0000,Part-time (≤ 32 hours)
6714,"San Diego, CA",72,34944,0,39-0000,Full-time (> 32 hours)
6715,"San Diego, CA",72,38688,0,35-0000,Full-time (> 32 hours)
6716,"San Diego, CA",72,67600,0,11-0000,Part-time (≤ 32 hours)
6717,"San Diego, CA",72,37440,0,35-0000,Part-time / full-time
6718,"San Diego, CA",72,40560,0,37-0000,Full-time (> 32 hours)
6719,"San Diego, CA",72,35152,0,37-0000,Full-time (> 32 hours)
6720,"San Diego, CA",72,55837.5,0,49-0000,Full-time (> 32 hours)
6721,"San Diego, CA",72,41600,0,49-0000,Full-time (> 32 hours)
6722,"San Diego, CA",72,107500,0,11-0000,Full-time (> 32 hours)
6723,"San Diego, CA",72,65000,0,15-0000,Full-time (> 32 hours)
6724,"San Diego, CA",72,80000,0,11-0000,Part-time / full-time
6725,"San Diego, CA",72,37440,0,35-0000,Part-time / full-time
6726,"San Diego, CA",72,35152,0,37-0000,Full-time (> 32 hours)
6727,"San Diego, CA",72,34632,0,35-0000,Part-time / full-time
6728,"San Diego, CA",72,37440,0,39-0000,Part-time (≤ 32 hours)
6729,"San Diego, CA",72,34632,0,35-0000,Full-time (> 32 hours)
6730,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6731,"San Diego, CA",72,91600,1,19-0000,Full-time (> 32 hours)
6732,"San Diego, CA",72,34320,0,43-0000,Part-time (≤ 32 hours)
6733,"San Diego, CA",72,33904,0,53-0000,Full-time (> 32 hours)
6734,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
6735,"San Diego, CA",72,45500,0,35-0000,Full-time (> 32 hours)
6736,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6737,"San Diego, CA",72,33904,0,35-0000,Part-time / full-time
6738,"San Diego, CA",72,39520,0,37-0000,Part-time (≤ 32 hours)
6739,"San Diego, CA",72,41600,0,11-0000,Full-time (> 32 hours)
6740,"San Diego, CA",72,162020,1,11-0000,Full-time (> 32 hours)
6741,"San Diego, CA",72,95000,0,11-0000,Full-time (> 32 hours)
6742,"San Diego, CA",72,33904,0,35-0000,Part-time / full-time
6743,"San Diego, CA",72,137780,1,11-0000,Full-time (> 32 hours)
6744,"San Diego, CA",72,35360,0,43-0000,Part-time (≤ 32 hours)
6745,"San Diego, CA",72,47840,0,35-0000,Full-time (> 32 hours)
6746,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6747,"San Diego, CA",72,45032,0,11-0000,Full-time (> 32 hours)
6748,"San Diego, CA",72,112500,0,11-0000,Full-time (> 32 hours)
6749,"San Diego, CA",72,39520,0,37-0000,Full-time (> 32 hours)
6750,"San Diego, CA",72,45760,0,35-0000,Part-time / full-time
6751,"San Diego, CA",72,43077,0,37-0000,Full-time (> 32 hours)
6752,"San Diego, CA",72,37076,0,35-0000,Full-time (> 32 hours)
6753,"San Diego, CA",72,35360,0,35-0000,Part-time (≤ 32 hours)
6754,"San Diego, CA",72,39520,0,43-0000,Part-time / full-time
6755,"San Diego, CA",72,35360,0,41-0000,Part-time (≤ 32 hours)
6756,"San Diego, CA",72,92500,0,11-0000,Full-time (> 32 hours)
6757,"San Diego, CA",72,53040,0,37-0000,Part-time (≤ 32 hours)
6758,"San Diego, CA",72,23192,0,35-0000,Part-time (≤ 32 hours)
6759,"San Diego, CA",72,45760,0,35-0000,Full-time (> 32 hours)
6760,"San Diego, CA",72,34320,0,33-0000,Part-time (≤ 32 hours)
6761,"San Diego, CA",72,69000,0,37-0000,Full-time (> 32 hours)
6762,"San Diego, CA",72,45261,0,37-0000,Full-time (> 32 hours)
6763,"San Diego, CA",72,44460,0,35-0000,Full-time (> 32 hours)
6764,"San Diego, CA",72,46238,0,43-0000,Full-time (> 32 hours)
6765,"San Diego, CA",72,49920,1,43-0000,Full-time (> 32 hours)
6766,"San Diego, CA",72,38480,0,43-0000,Full-time (> 32 hours)
6767,"San Diego, CA",72,38480,0,35-0000,Full-time (> 32 hours)
6768,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6769,"San Diego, CA",72,147900,1,15-0000,Full-time (> 32 hours)
6770,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6771,"San Diego, CA",72,38480,0,37-0000,Full-time (> 32 hours)
6772,"San Diego, CA",72,33280,0,35-0000,Full-time (> 32 hours)
6773,"San Diego, CA",72,35464,0,35-0000,Full-time (> 32 hours)
6774,"San Diego, CA",72,36275,0,37-0000,Full-time (> 32 hours)
6775,"San Diego, CA",72,44034,0,37-0000,Full-time (> 32 hours)
6776,"San Diego, CA",72,169000,1,23-0000,Full-time (> 32 hours)
6777,"San Diego, CA",72,46072,0,41-0000,Full-time (> 32 hours)
6778,"San Diego, CA",72,34320,0,35-0000,Part-time / full-time
6779,"San Diego, CA",72,38480,0,43-0000,Full-time (> 32 hours)
6780,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6781,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6782,"San Diego, CA",72,67000,0,11-0000,Full-time (> 32 hours)
6783,"San Diego, CA",72,76600,0,41-0000,Full-time (> 32 hours)
6784,"San Diego, CA",72,70000,0,29-0000,Full-time (> 32 hours)
6785,"San Diego, CA",72,105185.5,0,41-0000,Part-time / full-time
6786,"San Diego, CA",72,35360,0,35-0000,Part-time / full-time
6787,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6788,"San Diego, CA",72,43680,0,35-0000,Full-time (> 32 hours)
6789,"San Diego, CA",72,33904,0,53-0000,Part-time / full-time
6790,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6791,"San Diego, CA",72,34632,0,43-0000,Full-time (> 32 hours)
6792,"San Diego, CA",72,74000,0,35-0000,Full-time (> 32 hours)
6793,"San Diego, CA",72,32240,0,35-0000,Full-time (> 32 hours)
6794,"San Diego, CA",72,45261,0,19-0000,Full-time (> 32 hours)
6795,"San Diego, CA",72,47632,0,43-0000,Full-time (> 32 hours)
6796,"San Diego, CA",72,44200,0,35-0000,Full-time (> 32 hours)
6797,"San Diego, CA",72,67000,0,11-0000,Full-time (> 32 hours)
6798,"San Diego, CA",72,46800,0,37-0000,Part-time / full-time
6799,"San Diego, CA",72,85000,0,11-0000,Full-time (> 32 hours)
6800,"San Diego, CA",72,33904,0,35-0000,Part-time / full-time
6801,"San Diego, CA",72,36275,0,37-0000,Full-time (> 32 hours)
6802,"San Diego, CA",72,38428,0,35-0000,Full-time (> 32 hours)
6803,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6804,"San Diego, CA",72,33904,0,31-0000,Full-time (> 32 hours)
6805,"San Diego, CA",72,41860,0,37-0000,Full-time (> 32 hours)
6806,"San Diego, CA",72,34424,0,35-0000,Part-time / full-time
6807,"San Diego, CA",72,41600,0,43-0000,Full-time (> 32 hours)
6808,"San Diego, CA",72,35984,0,35-0000,Full-time (> 32 hours)
6809,"San Diego, CA",72,33280,0,35-0000,Part-time / full-time
6810,"San Diego, CA",72,70000,0,13-0000,Full-time (> 32 hours)
6811,"San Diego, CA",72,35152,0,35-0000,Full-time (> 32 hours)
6812,"San Diego, CA",72,1e+05,0,35-0000,Full-time (> 32 hours)
6813,"San Diego, CA",72,34424,0,41-0000,Part-time (≤ 32 hours)
6814,"San Diego, CA",72,41600,0,43-0000,Part-time (≤ 32 hours)
6815,"San Diego, CA",72,48547,0,35-0000,Full-time (> 32 hours)
6816,"San Diego, CA",72,35360,0,41-0000,Full-time (> 32 hours)
6817,"San Diego, CA",72,62500,0,43-0000,Full-time (> 32 hours)
6818,"San Diego, CA",72,65000,0,11-0000,Full-time (> 32 hours)
6819,"San Diego, CA",72,37960,0,37-0000,Part-time (≤ 32 hours)
6820,"San Diego, CA",72,36400,0,43-0000,Part-time / full-time
6821,"San Diego, CA",72,47840,0,35-0000,Full-time (> 32 hours)
6822,"San Diego, CA",72,36000,1,43-0000,Part-time (≤ 32 hours)
6823,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
6824,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6825,"San Diego, CA",72,45802,0,33-0000,Part-time (≤ 32 hours)
6826,"San Diego, CA",72,38064,0,39-0000,Part-time (≤ 32 hours)
6827,"San Diego, CA",72,37232,0,41-0000,Part-time / full-time
6828,"San Diego, CA",72,35360,0,37-0000,Full-time (> 32 hours)
6829,"San Diego, CA",72,34632,0,35-0000,Full-time (> 32 hours)
6830,"San Diego, CA",72,36743,0,35-0000,Part-time (≤ 32 hours)
6831,"San Diego, CA",72,42120,0,35-0000,Full-time (> 32 hours)
6832,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6833,"San Diego, CA",72,43680,0,35-0000,Full-time (> 32 hours)
6834,"San Diego, CA",72,36285.5,0,35-0000,Full-time (> 32 hours)
6835,"San Diego, CA",72,37440,0,35-0000,Part-time (≤ 32 hours)
6836,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6837,"San Diego, CA",72,65000,0,11-0000,Full-time (> 32 hours)
6838,"San Diego, CA",72,54080,0,35-0000,Full-time (> 32 hours)
6839,"San Diego, CA",72,52000,0,49-0000,Full-time (> 32 hours)
6840,"San Diego, CA",72,32240,0,35-0000,Part-time (≤ 32 hours)
6841,"San Diego, CA",72,34320,0,35-0000,Part-time / full-time
6842,"San Diego, CA",72,39520,0,37-0000,Full-time (> 32 hours)
6843,"San Diego, CA",72,37024,0,35-0000,Full-time (> 32 hours)
6844,"San Diego, CA",72,40560,0,37-0000,Full-time (> 32 hours)
6845,"San Diego, CA",72,35360,0,35-0000,Part-time (≤ 32 hours)
6846,"San Diego, CA",72,35464,0,35-0000,Full-time (> 32 hours)
6847,"San Diego, CA",72,48547,0,35-0000,Full-time (> 32 hours)
6848,"San Diego, CA",72,55837.5,0,49-0000,Full-time (> 32 hours)
6849,"San Diego, CA",72,49400,1,13-0000,Full-time (> 32 hours)
6850,"San Diego, CA",72,49857.5,0,47-0000,Full-time (> 32 hours)
6851,"San Diego, CA",72,31200,0,35-0000,Part-time (≤ 32 hours)
6852,"San Diego, CA",72,1e+05,0,35-0000,Full-time (> 32 hours)
6853,"San Diego, CA",72,37440,0,35-0000,Part-time / full-time
6854,"San Diego, CA",72,40040,0,35-0000,Part-time / full-time
6855,"San Diego, CA",72,34424,0,35-0000,Part-time (≤ 32 hours)
6856,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6857,"San Diego, CA",72,39520,0,35-0000,Part-time (≤ 32 hours)
6858,"San Diego, CA",72,35360,0,35-0000,Part-time / full-time
6859,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6860,"San Diego, CA",72,54080,0,11-0000,Full-time (> 32 hours)
6861,"San Diego, CA",72,46072,0,43-0000,Full-time (> 32 hours)
6862,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6863,"San Diego, CA",72,80000,0,41-0000,Full-time (> 32 hours)
6864,"San Diego, CA",72,40830,0,51-0000,Full-time (> 32 hours)
6865,"San Diego, CA",72,86500,0,11-0000,Full-time (> 32 hours)
6866,"San Diego, CA",72,42848,0,39-0000,Full-time (> 32 hours)
6867,"San Diego, CA",72,71760,0,43-0000,Full-time (> 32 hours)
6868,"San Diego, CA",72,39104,0,35-0000,Part-time / full-time
6869,"San Diego, CA",72,41600,0,35-0000,Part-time / full-time
6870,"San Diego, CA",72,44200,0,35-0000,Part-time / full-time
6871,"San Diego, CA",72,33904,0,35-0000,Part-time / full-time
6872,"San Diego, CA",72,37440,0,37-0000,Full-time (> 32 hours)
6873,"San Diego, CA",72,34944,0,35-0000,Part-time / full-time
6874,"San Diego, CA",72,48880,0,35-0000,Full-time (> 32 hours)
6875,"San Diego, CA",72,45760,0,41-0000,Part-time / full-time
6876,"San Diego, CA",72,50606,0,41-0000,Full-time (> 32 hours)
6877,"San Diego, CA",72,48453.5,0,51-0000,Full-time (> 32 hours)
6878,"San Diego, CA",72,35568,0,35-0000,Full-time (> 32 hours)
6879,"San Diego, CA",72,49920,0,37-0000,Full-time (> 32 hours)
6880,"San Diego, CA",72,48464,0,35-0000,Part-time (≤ 32 hours)
6881,"San Diego, CA",72,80000,0,11-0000,Full-time (> 32 hours)
6882,"San Diego, CA",72,39728,0,35-0000,Full-time (> 32 hours)
6883,"San Diego, CA",72,44720,0,41-0000,Full-time (> 32 hours)
6884,"San Diego, CA",72,35360,0,35-0000,Part-time / full-time
6885,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6886,"San Diego, CA",72,35672,0,35-0000,Part-time / full-time
6887,"San Diego, CA",72,42640,0,51-0000,Full-time (> 32 hours)
6888,"San Diego, CA",72,66508,0,49-0000,Full-time (> 32 hours)
6889,"San Diego, CA",72,35152,0,35-0000,Full-time (> 32 hours)
6890,"San Diego, CA",72,37440,0,99-0000,Full-time (> 32 hours)
6891,"San Diego, CA",72,75000,0,35-0000,Full-time (> 32 hours)
6892,"San Diego, CA",72,57200,0,35-0000,Part-time / full-time
6893,"San Diego, CA",72,37190.5,0,35-0000,Part-time / full-time
6894,"San Diego, CA",72,40830,0,37-0000,Full-time (> 32 hours)
6895,"San Diego, CA",72,41600,0,35-0000,Part-time / full-time
6896,"San Diego, CA",72,97500,0,11-0000,Full-time (> 32 hours)
6897,"San Diego, CA",72,55120,0,53-0000,Full-time (> 32 hours)
6898,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6899,"San Diego, CA",72,49920,0,35-0000,Full-time (> 32 hours)
6900,"San Diego, CA",72,31200,0,41-0000,Full-time (> 32 hours)
6901,"San Diego, CA",72,48027,0,35-0000,Full-time (> 32 hours)
6902,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6903,"San Diego, CA",72,43680,0,41-0000,Full-time (> 32 hours)
6904,"San Diego, CA",72,53040,0,35-0000,Part-time / full-time
6905,"San Diego, CA",72,37440,0,35-0000,Full-time (> 32 hours)
6906,"San Diego, CA",72,35152,0,35-0000,Part-time (≤ 32 hours)
6907,"San Diego, CA",72,55000,0,29-0000,Full-time (> 32 hours)
6908,"San Diego, CA",72,43680,0,49-0000,Full-time (> 32 hours)
6909,"San Diego, CA",72,38657,0,51-0000,Part-time (≤ 32 hours)
6910,"San Diego, CA",72,37960,0,43-0000,Full-time (> 32 hours)
6911,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6912,"San Diego, CA",72,96000,0,35-0000,Full-time (> 32 hours)
6913,"San Diego, CA",72,33904,0,39-0000,Full-time (> 32 hours)
6914,"San Diego, CA",72,38480,0,99-0000,Full-time (> 32 hours)
6915,"San Diego, CA",72,43680,0,49-0000,Full-time (> 32 hours)
6916,"San Diego, CA",72,36400,0,35-0000,Full-time (> 32 hours)
6917,"San Diego, CA",72,44137.5,0,39-0000,Full-time (> 32 hours)
6918,"San Diego, CA",72,69000,0,43-0000,Full-time (> 32 hours)
6919,"San Diego, CA",72,80000,0,11-0000,Part-time / full-time
6920,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6921,"San Diego, CA",72,92500,0,11-0000,Full-time (> 32 hours)
6922,"San Diego, CA",72,34944,0,51-0000,Full-time (> 32 hours)
6923,"San Diego, CA",72,41600,0,33-0000,Full-time (> 32 hours)
6924,"San Diego, CA",72,41600,0,35-0000,Part-time / full-time
6925,"San Diego, CA",72,47840,0,35-0000,Full-time (> 32 hours)
6926,"San Diego, CA",72,56056,0,41-0000,Full-time (> 32 hours)
6927,"San Diego, CA",72,43680,0,43-0000,Full-time (> 32 hours)
6928,"San Diego, CA",72,45677,0,33-0000,Full-time (> 32 hours)
6929,"San Diego, CA",72,52000,0,35-0000,Full-time (> 32 hours)
6930,"San Diego, CA",72,37232,0,53-0000,Full-time (> 32 hours)
6931,"San Diego, CA",72,46800,0,35-0000,Full-time (> 32 hours)
6932,"San Diego, CA",72,43191,0,11-0000,Full-time (> 32 hours)
6933,"San Diego, CA",72,39000,0,99-0000,Full-time (> 32 hours)
6934,"San Diego, CA",72,43680,0,35-0000,Full-time (> 32 hours)
6935,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6936,"San Diego, CA",72,48547,0,35-0000,Full-time (> 32 hours)
6937,"San Diego, CA",72,37440,0,35-0000,Part-time (≤ 32 hours)
6938,"San Diego, CA",72,59280,0,25-0000,Part-time (≤ 32 hours)
6939,"San Diego, CA",72,70000,0,11-0000,Full-time (> 32 hours)
6940,"San Diego, CA",72,39853,0,43-0000,Full-time (> 32 hours)
6941,"San Diego, CA",72,58240,0,35-0000,Part-time / full-time
6942,"San Diego, CA",72,33904,0,35-0000,Part-time (≤ 32 hours)
6943,"San Diego, CA",72,33904,0,35-0000,Full-time (> 32 hours)
6944,"San Diego, CA",72,53612,0,11-0000,Part-time / full-time
6945,"San Diego, CA",72,46800,0,11-0000,Full-time (> 32 hours)
6946,"San Diego, CA",72,33904,0,41-0000,Part-time (≤ 32 hours)
6947,"San Diego, CA",72,52187,1,13-0000,Full-time (> 32 hours)
6948,"San Diego, CA",72,41600,0,37-0000,Full-time (> 32 hours)
6949,"San Diego, CA",72,38657,0,51-0000,Part-time (≤ 32 hours)
6950,"San Diego, CA",72,57200,0,35-0000,Full-time (> 32 hours)
6951,"San Diego, CA",72,34112,0,35-0000,Part-time / full-time
6952,"San Diego, CA",72,54080,0,35-0000,Full-time (> 32 hours)
6953,"San Diego, CA",72,40040,0,37-0000,Part-time / full-time
6954,"San Diego, CA",72,46072,0,41-0000,Full-time (> 32 hours)
6955,"San Diego, CA",72,33904,0,31-0000,Full-time (> 32 hours)
6956,"San Diego, CA",72,45032,0,31-0000,Part-time (≤ 32 hours)
6957,"San Diego, CA",72,77500,0,99-0000,Full-time (> 32 hours)
